age,gender,degree,born_US,Family_income,nation_education,nation_race,nation_arms,nation_welfare,Assistance_to_the_poor,Assistance_to_other_countries,social_security,pres16,tax,Immigration,race
57,Female,Less than high school,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Agree,white
88,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too much,Too little,Too much,About right,NA,NA,About right,Clinton,2,NA,white
73,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,1,Agree,white
53,Male,Bachelors,Yes,"$170,000 or over",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,Disagree,white
76,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,american_native
48,Female,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,Too little,About right,NA,NA,Too little,Trump,2,Strongly agree,other
73,Male,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,NA,NA,white
47,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too little,Too little,NA,NA,Too little,Trump,1,NA,white
80,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,Disagree,white
63,Female,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,Disagree,white
51,Male,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Disagree,black
71,Male,High School,Yes,"$20,000 ~ $39,999",Too much,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,NA,white
32,Female,Less than high school,Yes,"$20,000 ~ $39,999",Too little,About right,Too much,Too much,NA,NA,Too little,Trump,1,NA,white
35,Female,High School,No,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Disagree,white
57,Female,Associate College,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,NA,black
61,Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,NA,About right,NA,NA,About right,Clinton,NA,Neither,white
84,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,NA,Agree,hispanic
68,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,About right,NA,NA,About right,Clinton,NA,Neither,white
62,Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,other
NA,Male,Bachelors,Yes,NA,Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,NA,white
38,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,Strongly disagree,white
76,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,About right,Too little,Too much,NA,NA,About right,Trump,2,NA,white
27,Male,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,asian
76,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,Neither,other
44,Female,Less than high school,Yes,"Under $10,000",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,2,Disagree,white
46,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too little,About right,Too much,About right,NA,NA,Too little,Clinton,1,Disagree,white
69,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,Neither,white
61,Female,Bachelors,Yes,"$90,000 ~ $129,999",About right,About right,Too much,About right,NA,NA,About right,Clinton,2,NA,white
58,Female,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
69,Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,About right,Too much,Too little,NA,NA,About right,Clinton,NA,Disagree,white
24,Female,Less than high school,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,1,NA,hispanic
40,NA,Bachelors,Yes,"Under $10,000",Too little,Too little,Too little,Too little,NA,NA,Too much,Other,NA,NA,other
63,Male,Graduate,No,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,1,NA,asian
59,Female,Bachelors,No,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
36,Female,Graduate,Yes,"$170,000 or over",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,NA,Strongly disagree,white
83,Female,Graduate,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,2,NA,white
74,Female,Associate College,Yes,"$40,000 ~ $59,999",About right,About right,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
44,Male,High School,No,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too much,Trump,1,NA,asian
43,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,2,Disagree,white
51,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,hispanic
24,Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,hispanic
68,Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Other,2,Neither,white
64,Male,High School,No,"$170,000 or over",Too little,About right,About right,Too much,NA,NA,Too little,Trump,1,Neither,white
24,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,2,Strongly disagree,white
27,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too much,About right,About right,NA,NA,About right,Clinton,2,Disagree,white
53,Female,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,Neither,white
77,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,1,Disagree,white
30,Male,Graduate,No,"$170,000 or over",NA,NA,NA,NA,Too little,Too little,Too much,Clinton,NA,NA,white
28,Male,Associate College,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,1,Disagree,white
55,Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,Too little,Too little,NA,NA,Too little,Clinton,1,NA,white
80,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,About right,About right,Clinton,NA,NA,white
NA,Female,High School,Yes,"$170,000 or over",NA,NA,NA,NA,NA,Too much,NA,Trump,NA,NA,white
28,Male,High School,Yes,"$60,000 ~ $89,999",Too little,About right,About right,About right,NA,NA,Too little,Trump,1,NA,white
25,Male,High School,Yes,"$20,000 ~ $39,999",About right,Too much,About right,About right,NA,NA,About right,Trump,NA,Agree,american_native
82,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,Too little,About right,NA,NA,Too little,Trump,NA,NA,white
67,Female,Bachelors,Yes,NA,NA,NA,NA,NA,About right,Too much,About right,Trump,NA,NA,white
56,Female,High School,Yes,"$40,000 ~ $59,999",About right,Too little,About right,About right,NA,NA,About right,Trump,NA,Neither,white
55,Female,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Agree,white
33,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too much,Too little,About right,Too much,NA,NA,Too much,Trump,1,NA,white
89,Male,High School,Yes,"$10,000 ~ $19,999",About right,Too little,About right,About right,NA,NA,About right,Clinton,2,Agree,white
54,Female,Bachelors,No,"$90,000 ~ $129,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,NA,Disagree,white
49,Female,Graduate,Yes,"$170,000 or over",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,1,NA,white
69,Female,High School,Yes,"$170,000 or over",Too much,Too much,Too little,Too much,NA,NA,Too much,Trump,NA,NA,white
66,Female,High School,Yes,NA,NA,Too little,Too much,Too much,NA,NA,About right,Clinton,1,NA,white
71,Male,High School,Yes,NA,Too little,About right,About right,Too little,NA,NA,Too little,Clinton,1,Agree,white
64,Female,Bachelors,Yes,NA,Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,NA,Neither,white
57,Male,Bachelors,Yes,"$170,000 or over",Too little,Too little,About right,Too much,NA,NA,About right,Trump,1,NA,white
47,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,black
32,Male,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
34,Male,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,other
46,Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,Too much,NA,NA,Too little,Clinton,NA,Agree,black
38,Female,Bachelors,Yes,"$170,000 or over",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,1,NA,white
39,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,About right,About right,Too much,NA,NA,Too little,Clinton,NA,NA,white
69,Male,Graduate,Yes,"$170,000 or over",About right,Too little,About right,Too little,NA,NA,Too little,Clinton,2,Strongly disagree,white
71,Female,Graduate,Yes,"$170,000 or over",Too little,About right,Too much,Too little,NA,NA,About right,Clinton,2,NA,white
74,Male,Bachelors,Yes,"$20,000 ~ $39,999",Too little,About right,About right,About right,NA,NA,About right,Did not vote,NA,Agree,white
57,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,NA,Too little,NA,NA,NA,Other,NA,Strongly disagree,NA
42,Male,Bachelors,Yes,NA,Too much,Too much,Too much,Too much,NA,NA,Too much,Trump,1,NA,other
52,Male,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,NA,white
79,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,About right,Too much,NA,NA,NA,Too little,Clinton,1,NA,white
40,Female,Associate College,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
89,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,Too much,About right,About right,NA,NA,About right,Trump,2,NA,white
74,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,white
64,Male,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
63,Female,High School,Yes,"$130,000 ~ $169,999",Too little,About right,About right,About right,NA,NA,About right,Trump,1,Agree,white
55,Female,Associate College,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,white
NA,Female,Associate College,Yes,Refused,NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,Disagree,white
75,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,2,NA,white
71,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,Disagree,white
28,Male,Graduate,Yes,"$170,000 or over",Too little,About right,Too much,About right,NA,NA,About right,Clinton,3,NA,white
41,Female,Bachelors,No,NA,NA,NA,NA,NA,Too little,Too little,Too little,Clinton,1,Disagree,asian
71,Female,High School,No,"Under $10,000",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,NA,white
70,Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,About right,About right,NA,NA,About right,Clinton,1,NA,white
82,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,NA,white
32,Male,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,About right,Trump,NA,NA,white
42,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,About right,Other,1,NA,black
82,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,NA,NA,white
63,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,NA,white
63,Male,High School,Yes,"$20,000 ~ $39,999",About right,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,Agree,white
56,Male,High School,No,"$170,000 or over",NA,NA,NA,NA,Too much,Too much,Too little,Trump,NA,NA,white
67,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too much,Too little,About right,Too much,NA,NA,About right,Trump,1,Agree,black
35,Male,Bachelors,Yes,"$130,000 ~ $169,999",About right,About right,Too much,About right,NA,NA,Too little,Clinton,1,NA,white
39,Female,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too much,About right,Too much,Other,NA,NA,white
63,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,other
70,Female,Bachelors,Yes,NA,About right,About right,Too little,Too much,NA,NA,Too little,Trump,1,NA,asian
56,Female,Graduate,Yes,"$170,000 or over",Too much,Too little,Too much,About right,NA,NA,About right,Clinton,2,NA,other
40,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
70,Female,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,white
69,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,Too much,Trump,1,Agree,other
32,Female,Bachelors,Yes,NA,Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,NA,Neither,asian
63,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,white
73,Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,Agree,asian
64,Male,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,Neither,asian
60,Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,3,NA,white
75,Male,High School,Yes,"$60,000 ~ $89,999",Too little,About right,About right,Too much,NA,NA,About right,Trump,NA,Neither,white
67,Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Neither,white
73,Male,High School,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,NA,white
56,Female,High School,Yes,"Under $10,000",Too little,Too little,Too much,Too little,NA,NA,Too little,Trump,NA,Agree,white
24,Female,Bachelors,Yes,"Under $10,000",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,other
54,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,About right,About right,About right,NA,NA,About right,Other,1,Disagree,white
56,Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,NA,white
61,Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
60,Female,High School,Yes,NA,About right,About right,About right,About right,NA,NA,About right,Trump,NA,Agree,white
32,Female,Bachelors,Yes,"$10,000 ~ $19,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,NA,other
69,Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,white
23,Female,Associate College,Yes,"$10,000 ~ $19,999",Too little,Too little,Too much,Too little,NA,NA,About right,Trump,2,Disagree,white
52,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
NA,Female,High School,Yes,NA,NA,NA,NA,NA,Too little,About right,Too little,Other,NA,Disagree,white
NA,Female,Graduate,No,NA,Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,NA,white
63,Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,About right,Too little,Clinton,2,NA,white
70,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Disagree,white
74,Male,High School,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
61,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
59,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,About right,Other,NA,NA,white
38,Female,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,asian
80,Male,Graduate,Yes,NA,About right,Too little,About right,About right,NA,NA,About right,Clinton,1,Disagree,white
26,Male,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,About right,NA,NA,About right,Other,2,Strongly disagree,white
35,Male,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,white
50,Male,Graduate,Yes,"$10,000 ~ $19,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Neither,white
37,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,Strongly disagree,other
NA,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,NA,Disagree,white
56,Male,Graduate,Yes,"$170,000 or over",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,2,NA,white
24,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,About right,About right,About right,Clinton,2,NA,white
80,Male,High School,No,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,NA,NA,white
32,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Disagree,white
78,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,3,NA,white
58,Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
65,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,2,Disagree,white
NA,NA,High School,Yes,"$90,000 ~ $129,999",Too much,Too much,About right,Too much,NA,NA,NA,Trump,2,NA,white
65,Male,High School,Yes,"$90,000 ~ $129,999",Too little,NA,About right,Too much,NA,NA,Too little,Trump,NA,Agree,white
72,Male,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,NA,NA,white
64,Male,High School,Yes,"$20,000 ~ $39,999",Too much,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,Strongly agree,other
23,Female,High School,Yes,"$40,000 ~ $59,999",Too much,Too much,About right,Too much,NA,NA,About right,Trump,NA,Neither,white
62,Female,Bachelors,Yes,"$170,000 or over",About right,About right,About right,Too much,NA,NA,Too little,Trump,1,NA,white
59,Female,High School,Yes,"$90,000 ~ $129,999",Too much,About right,Too little,About right,NA,NA,Too little,Trump,NA,Agree,white
37,Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too much,Clinton,NA,NA,white
72,Male,High School,Yes,"$90,000 ~ $129,999",About right,Too much,Too little,Too much,NA,NA,About right,Trump,NA,Neither,white
34,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,Strongly disagree,white
34,Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,About right,Too much,About right,NA,NA,About right,Clinton,2,Strongly disagree,white
70,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Trump,2,NA,white
65,Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,white
NA,Female,High School,Yes,"$10,000 ~ $19,999",About right,NA,About right,About right,NA,NA,About right,Clinton,NA,Neither,white
24,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Strongly disagree,white
28,Transgender,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
37,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,NA,white
72,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,Disagree,white
60,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,About right,About right,About right,NA,NA,Too little,Trump,1,NA,white
31,Male,High School,No,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
47,Female,Associate College,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,white
63,Female,High School,Yes,NA,Too little,Too little,Too little,About right,NA,NA,About right,Clinton,NA,Neither,white
46,Male,High School,Yes,"$90,000 ~ $129,999",Too little,About right,About right,About right,NA,NA,Too little,Clinton,1,NA,white
76,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
84,Male,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too much,Trump,NA,NA,white
67,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,NA,NA,white
70,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,white
68,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too much,Trump,2,Strongly agree,other
58,Female,Less than high school,Yes,"$40,000 ~ $59,999",Too little,About right,About right,About right,NA,NA,Too little,Did not vote,1,Strongly agree,other
69,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,About right,About right,About right,Clinton,3,NA,white
39,Male,Associate College,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,hispanic
83,Female,Bachelors,Yes,NA,Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,Neither,black
60,Female,High School,No,"$10,000 ~ $19,999",Too little,About right,Too much,Too much,NA,NA,Too little,Clinton,1,NA,other
44,Male,Less than high school,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,white
38,Female,High School,Yes,"$40,000 ~ $59,999",Too little,About right,Too much,Too little,NA,NA,Too little,Clinton,1,NA,white
59,Male,Graduate,Yes,"$170,000 or over",Too little,Too little,Too much,Too little,NA,NA,NA,Clinton,NA,Strongly disagree,white
42,Male,High School,Yes,"$40,000 ~ $59,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
NA,Female,High School,Yes,"$20,000 ~ $39,999",Too little,About right,About right,Too much,NA,NA,Too little,Trump,NA,Agree,white
77,Male,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,Too little,NA,NA,About right,Clinton,1,Neither,white
69,Female,Graduate,Yes,"$20,000 ~ $39,999",About right,Too little,Too much,About right,NA,NA,About right,Clinton,3,NA,white
55,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,1,NA,white
62,Male,Graduate,Yes,"$130,000 ~ $169,999",Too much,About right,About right,About right,NA,NA,About right,Trump,NA,Disagree,white
74,Female,High School,Yes,"Under $10,000",Too much,Too much,About right,Too much,NA,NA,Too little,Trump,1,Strongly agree,white
NA,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,american_native
68,Female,High School,Yes,"$10,000 ~ $19,999",Too little,About right,Too little,About right,NA,NA,Too little,Clinton,NA,Neither,white
74,Male,High School,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,NA,white
55,Female,High School,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too much,NA,NA,Too little,Clinton,2,Agree,white
79,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,NA,white
67,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,1,Disagree,white
46,Male,Bachelors,Yes,"$170,000 or over",Too much,About right,Too little,Too much,NA,NA,About right,Trump,NA,Strongly disagree,white
66,Male,Graduate,Yes,NA,About right,About right,Too much,About right,NA,NA,About right,Other,1,Disagree,white
55,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,1,Disagree,white
50,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,other
69,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,NA,NA,white
38,Female,Bachelors,Yes,"$170,000 or over",Too little,Too little,Too much,Too little,NA,NA,About right,Other,NA,Strongly disagree,white
56,Male,Bachelors,No,"$170,000 or over",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,white
49,Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,white
34,Female,Associate College,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,Neither,white
51,Female,Bachelors,Yes,NA,Too much,About right,About right,Too much,NA,NA,About right,Trump,1,Strongly agree,other
58,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Agree,white
75,Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,black
37,Male,Bachelors,No,"$130,000 ~ $169,999",Too little,About right,Too much,About right,NA,NA,Too little,Clinton,2,NA,hispanic
40,Male,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,Too little,About right,NA,NA,About right,Trump,1,Neither,white
NA,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Agree,white
36,Female,Graduate,Yes,"$20,000 ~ $39,999",Too little,About right,About right,Too little,NA,NA,Too little,Trump,2,NA,white
36,Female,Bachelors,Yes,"Under $10,000",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,other
45,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too much,About right,Too much,NA,NA,Too little,Trump,1,NA,other
78,Female,Bachelors,Yes,NA,NA,NA,NA,NA,About right,About right,About right,Clinton,NA,NA,white
65,Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,Neither,white
35,Female,Bachelors,Yes,"$60,000 ~ $89,999",About right,Too much,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
NA,Female,High School,Yes,"$170,000 or over",NA,NA,NA,NA,Too much,Too much,Too little,Trump,2,NA,white
NA,Female,Associate College,Yes,NA,Too much,About right,Too little,Too much,NA,NA,Too little,Trump,1,Agree,white
58,Male,Graduate,Yes,"$170,000 or over",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,NA,white
70,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,Disagree,white
62,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,white
